,Year,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
1722,2008,1405.0,62.0,5.0,0.7,1,0,0,0,1
1723,2015,1995.0,184.0,5.0,19.0,1,0,0,0,0
1724,2017,3198.0,197.0,7.0,30.48,1,0,0,0,0
1725,2017,1462.0,103.25,5.0,8.2,0,0,0,1,1
1726,2015,1498.0,99.0,5.0,7.55,1,0,0,0,1
1727,2007,1150.0,74.9,5.0,0.99,0,0,0,1,1
1728,2011,1497.0,118.0,5.0,4.15,0,0,0,1,0
1729,2016,1498.0,97.6,5.0,6.2,0,0,0,1,1
1730,2016,1197.0,85.8,5.0,4.4,0,0,0,1,1
1731,2012,1399.0,68.0,5.0,2.1,1,0,0,0,1
1732,2011,1248.0,75.0,5.0,2.2,1,0,0,0,1
1733,2018,1197.0,81.86,5.0,8.34,0,0,0,1,1
1734,2014,1248.0,74.0,5.0,4.35,1,0,0,0,1
1735,2014,1498.0,89.84,5.0,6.8,1,0,0,0,1
1736,2010,1248.0,73.9,5.0,3.3,1,0,0,0,1
1737,2016,1197.0,82.0,5.0,5.04,0,0,0,1,1
1738,2012,2953.0,153.86,7.0,9.2,1,0,0,0,0
1739,2014,1199.0,73.9,5.0,5.7,1,0,0,0,1
1740,2018,1493.0,100.0,7.0,8.48,1,0,0,0,1
1741,2013,2993.0,306.0,4.0,48.0,1,0,0,0,0
1742,2012,1461.0,108.45,5.0,6.1,1,0,0,0,1
1743,2010,998.0,67.04,5.0,2.75,0,0,0,1,1
1744,2017,1248.0,88.5,7.0,8.0,1,0,0,0,1
1745,2010,796.0,46.3,5.0,1.85,0,0,0,1,1
1746,2015,998.0,67.0,5.0,3.85,0,0,0,1,0
1747,2017,1196.0,73.0,7.0,4.74,0,0,0,1,1
1748,2013,1461.0,108.45,5.0,5.63,1,0,0,0,1
1749,2011,1061.0,64.0,5.0,2.62,0,0,0,1,1
1750,2015,1598.0,102.53,5.0,4.9,0,0,0,1,1
1751,2006,1799.0,130.0,5.0,2.65,0,0,0,1,1
1752,2012,2179.0,140.0,7.0,5.99,1,0,0,0,1
1753,2011,1461.0,64.1,5.0,2.4,1,0,0,0,1
1754,2017,999.0,67.0,5.0,4.25,0,0,0,1,1
1755,2013,2967.0,240.0,5.0,40.0,1,0,0,0,0
1756,2008,1248.0,74.0,5.0,2.7,1,0,0,0,1
1757,2016,1198.0,67.0,5.0,2.99,0,0,0,1,1
1758,2011,1197.0,80.0,5.0,3.4,0,0,0,1,1
1759,2016,1995.0,190.0,5.0,30.8,1,0,0,0,0
1760,2012,1248.0,88.8,7.0,5.85,1,0,0,0,1
1761,2014,1197.0,82.0,5.0,4.0,0,0,0,1,1
1762,2011,2996.0,254.0,5.0,14.12,0,0,0,1,0
1763,2011,1998.0,163.7,5.0,4.55,1,0,0,0,1
1764,2015,2987.0,165.0,5.0,38.0,1,0,0,0,0
1765,2011,1248.0,73.9,5.0,2.9,1,0,0,0,1
1766,2007,1796.0,186.0,5.0,6.0,0,0,0,1,0
1767,2016,1197.0,81.83,5.0,6.95,0,0,0,1,1
1768,2014,998.0,68.05,5.0,2.75,0,0,0,1,1
1769,2014,1248.0,74.0,5.0,5.1,1,0,0,0,1
1770,2017,1197.0,81.83,5.0,6.75,0,0,0,1,1
1771,2014,1197.0,85.8,5.0,3.69,0,0,0,1,1
1772,2013,1248.0,74.0,5.0,5.45,1,0,0,0,1
1773,2018,1199.0,88.7,5.0,9.29,0,0,0,1,1
1774,2015,1197.0,81.86,5.0,4.0,0,0,0,1,0
1775,2013,1198.0,86.7,5.0,2.9,0,0,0,1,1
1776,2013,1591.0,121.3,5.0,5.25,0,0,0,1,1
1777,2014,1497.0,116.3,5.0,5.75,0,0,0,1,1
1778,2017,1591.0,121.3,5.0,13.12,0,0,0,1,1
1779,2014,2179.0,140.0,7.0,7.83,1,0,0,0,1
1780,2013,998.0,58.16,5.0,3.15,0,0,0,0,1
1781,2013,2494.0,102.0,7.0,10.4,1,0,0,0,1
1782,2012,1248.0,74.0,5.0,4.35,1,0,0,0,1
1783,2017,998.0,67.0,5.0,5.23,0,0,0,1,0
1784,2016,1197.0,81.86,5.0,6.01,0,0,0,1,1
1785,2014,1498.0,98.6,5.0,4.4,1,0,0,0,1
1786,2010,1995.0,181.0,5.0,12.75,1,0,0,0,0
1787,2011,1196.0,70.0,5.0,2.4,0,0,0,1,1
1788,2018,1198.0,73.75,5.0,5.71,0,0,0,1,1
1789,2015,1498.0,89.84,5.0,5.49,1,0,0,0,1
1790,2004,1343.0,90.0,5.0,1.3,0,0,0,1,1
1791,2014,2179.0,140.0,7.0,8.5,1,0,0,0,1
1792,2012,2982.0,168.5,7.0,12.99,1,0,0,0,1
1793,2017,1197.0,81.86,5.0,5.0,0,0,0,1,1
1794,2017,1248.0,73.75,5.0,9.0,1,0,0,0,0
1795,2016,1248.0,74.0,5.0,5.22,1,0,0,0,1
1796,2012,1198.0,73.9,5.0,3.8,0,0,0,1,1
1797,2019,1197.0,78.9,5.0,7.27,0,0,0,1,1
1798,2016,1197.0,81.8,5.0,5.1,0,0,0,1,1
1799,2013,2143.0,203.0,5.0,29.0,1,0,0,0,0
1800,2013,998.0,67.1,5.0,2.9,0,0,0,1,1
1801,2012,624.0,35.0,4.0,1.38,0,0,0,1,1
1802,2011,1798.0,157.8,5.0,5.5,0,0,0,1,1
1803,2016,1197.0,103.5,5.0,7.25,0,0,0,1,0
1804,2014,1582.0,126.32,5.0,6.98,1,0,0,0,1
1805,2017,1248.0,74.0,5.0,5.25,1,0,0,0,1
1806,2013,814.0,55.2,5.0,1.95,0,0,0,1,1
1807,2014,1968.0,174.33,5.0,24.5,1,0,0,0,0
1808,2013,2494.0,100.0,7.0,8.31,1,0,0,0,1
1809,2012,2987.0,254.8,5.0,36.0,1,0,0,0,0
1810,2015,1120.0,71.0,5.0,5.5,1,0,0,0,1
1811,2011,2354.0,177.6,5.0,5.89,0,0,0,1,0
1812,2016,1498.0,103.2,5.0,7.95,1,0,0,0,1
1813,2010,1197.0,80.0,5.0,2.75,0,0,0,1,1
1814,2012,1582.0,126.24,5.0,6.25,1,0,0,0,1
1815,2015,1399.0,68.05,5.0,4.95,1,0,0,0,1
1816,2019,1197.0,81.83,5.0,6.27,0,0,0,1,1
1817,2017,1582.0,126.2,5.0,8.65,1,0,0,0,1
1818,2014,1197.0,82.0,5.0,3.5,0,0,0,1,1
1819,2015,1968.0,174.3,5.0,35.0,1,0,0,0,0
1820,2015,1298.0,85.8,5.0,4.45,0,0,0,1,1
1821,2012,1197.0,80.0,5.0,2.65,0,0,0,1,1
1822,2017,1198.0,77.0,5.0,4.7,1,0,0,0,1
1823,2014,1582.0,126.2,5.0,8.9,1,0,0,0,0
1824,2017,1956.0,170.0,5.0,17.45,1,0,0,0,1
1825,2017,1248.0,88.5,5.0,9.58,1,0,0,0,1
1826,2012,1798.0,138.03,5.0,6.22,0,0,0,1,1
1827,2013,2179.0,140.0,7.0,7.8,1,0,0,0,1
1828,2016,1995.0,190.0,5.0,27.75,1,0,0,0,0
1829,2015,1396.0,88.73,5.0,7.0,1,0,0,0,1
1830,2017,2987.0,254.79,5.0,64.87,1,0,0,0,0
1831,2013,1998.0,163.7,5.0,6.5,1,0,0,0,1
1832,2011,1197.0,80.0,5.0,2.7,0,0,0,1,1
1833,2012,1198.0,86.8,5.0,2.5,0,0,0,1,1
1834,2013,1461.0,84.8,7.0,3.9,1,0,0,0,1
1835,2015,1198.0,73.9,5.0,3.95,0,0,0,1,1
1836,2010,1197.0,78.9,5.0,2.1,0,0,0,1,1
1837,2009,1991.0,147.9,4.0,3.5,1,0,0,0,0
1838,2007,1086.0,68.05,5.0,2.0,0,0,0,1,1
1839,2014,1248.0,88.76,7.0,5.35,1,0,0,0,1
1840,2013,1498.0,98.6,5.0,3.8,1,0,0,0,1
1841,2016,1595.0,122.0,5.0,17.25,0,0,0,1,0
1842,2018,1197.0,81.86,5.0,5.53,0,0,0,1,1
1843,2009,1197.0,78.9,5.0,1.95,0,0,0,1,1
1844,2017,1248.0,74.0,5.0,8.2,1,0,0,0,1
1845,1999,1343.0,90.0,5.0,0.9,0,0,0,1,1
1846,2013,2494.0,100.6,7.0,6.5,1,0,0,0,1
1847,2014,1998.0,112.0,5.0,19.41,1,0,0,0,0
1848,2016,1368.0,112.4,5.0,6.58,0,0,0,1,1
1849,2011,1399.0,92.7,5.0,2.1,0,0,0,1,1
1850,2008,1086.0,68.05,5.0,2.0,0,0,0,1,1
1851,2015,1120.0,71.0,5.0,3.7,1,0,0,0,1
1852,2014,998.0,67.04,5.0,3.8,0,0,0,1,0
1853,2014,1197.0,78.9,5.0,3.25,0,0,0,1,1
1854,2015,1461.0,83.8,5.0,5.53,1,0,0,0,1
1855,2011,1995.0,190.0,5.0,10.9,1,0,0,0,0
1856,2018,1197.0,82.0,5.0,5.1,0,0,0,1,1
1858,2009,995.0,62.0,5.0,1.6,0,0,0,1,1
1859,2018,1497.0,117.3,5.0,11.25,0,0,0,1,1
1860,2013,1598.0,103.6,5.0,5.9,1,0,0,0,1
1861,2012,2982.0,169.0,7.0,14.4,1,0,0,0,0
1862,2011,1497.0,118.0,5.0,3.6,0,0,0,1,1
1863,2017,1995.0,190.0,5.0,40.5,1,0,0,0,0
1864,2014,1968.0,174.3,5.0,38.95,1,0,0,0,0
1865,2014,1248.0,73.94,5.0,3.6,1,0,0,0,1
1866,2016,1498.0,103.2,5.0,7.12,1,0,0,0,0
1867,2016,1498.0,98.6,5.0,7.52,1,0,0,0,1
1868,2012,1968.0,140.8,5.0,10.35,1,0,0,0,0
1869,2014,1598.0,103.52,5.0,7.0,0,0,0,1,1
1870,2011,2982.0,171.0,7.0,10.85,1,0,0,0,1
1871,2010,1991.0,123.7,5.0,2.35,1,0,0,0,1
1872,2014,1196.0,73.0,7.0,2.9,0,0,0,1,1
1873,2017,1373.0,91.1,5.0,7.65,0,0,0,1,1
1874,2016,1248.0,88.5,5.0,6.4,1,0,0,0,1
1875,2014,2494.0,100.6,7.0,10.1,1,0,0,0,1
1876,2014,1197.0,85.8,5.0,4.25,0,0,0,1,1
1877,2019,2755.0,171.5,7.0,19.65,1,0,0,0,0
1878,2017,1396.0,69.0,5.0,4.4,1,0,0,0,1
1879,2012,1197.0,82.85,5.0,3.25,0,0,0,1,1
1880,2012,1399.0,68.0,5.0,2.8,1,0,0,0,1
1881,2015,1248.0,73.74,8.0,4.3,1,0,0,0,1
1882,2006,1399.0,68.0,5.0,1.55,1,0,0,0,1
1883,2007,2354.0,152.0,5.0,4.7,0,0,0,1,1
1884,2017,1199.0,88.7,5.0,7.07,0,0,0,1,1
1885,2018,2987.0,258.0,7.0,79.0,1,0,0,0,0
1886,2018,1197.0,81.86,5.0,5.75,0,0,0,1,1
1887,2012,1197.0,85.8,5.0,3.25,0,0,0,1,1
1888,2017,1498.0,108.495,5.0,8.89,1,0,0,0,0
1889,2015,1497.0,117.3,5.0,5.9,0,0,0,1,1
1890,2016,1199.0,88.7,5.0,4.95,0,0,0,1,1
1891,2014,1248.0,75.0,5.0,3.75,1,0,0,0,1
1892,2017,1582.0,126.2,5.0,10.97,1,0,0,0,0
1893,2014,2967.0,241.4,5.0,24.94,1,0,0,0,0
1894,2014,814.0,55.2,5.0,1.97,0,0,0,1,1
1895,2010,1399.0,68.0,5.0,1.4,1,0,0,0,1
1896,2018,1198.0,73.75,5.0,7.27,0,0,0,1,1
1897,2013,1461.0,84.8,5.0,4.0,1,0,0,0,1
1898,2015,1199.0,88.7,5.0,4.75,0,0,0,1,1
1899,2015,1197.0,80.0,5.0,5.1,0,0,0,1,1
1900,2012,2967.0,241.4,5.0,16.11,1,0,0,0,0
1901,2014,2696.0,184.0,7.0,10.55,1,0,0,0,0
1902,2017,2755.0,174.5,7.0,30.0,1,0,0,0,0
1903,2002,1896.0,66.0,5.0,1.6,1,0,0,0,1
1904,2012,2148.0,170.0,5.0,18.49,1,0,0,0,0
1905,2018,1373.0,91.1,5.0,9.96,0,0,0,1,1
1906,2013,1248.0,74.0,5.0,4.75,1,0,0,0,1
1907,2002,2446.0,75.0,10.0,3.65,1,0,0,0,1
1908,2012,2495.0,218.0,5.0,15.5,1,0,0,0,0
1909,2013,2835.0,116.9,6.0,11.82,1,0,0,0,1
1910,2008,1794.0,125.0,5.0,2.05,0,0,0,1,1
1911,2016,998.0,58.16,5.0,3.3,0,0,0,0,1
1912,2013,796.0,34.2,8.0,2.25,0,0,0,1,1
1913,2014,1968.0,174.33,5.0,20.12,1,0,0,0,0
1914,2017,1197.0,81.86,5.0,4.95,0,0,0,0,1
1915,2016,1498.0,98.6,5.0,7.48,1,0,0,0,1
1916,2004,1796.0,157.7,5.0,5.5,0,0,0,1,0
1918,2013,1968.0,147.51,5.0,13.19,1,0,0,0,0
1919,2012,1197.0,85.8,5.0,3.85,0,0,0,1,1
1920,2016,1248.0,73.75,5.0,5.75,1,0,0,0,1
1921,2014,2179.0,140.0,7.0,9.0,1,0,0,0,1
1922,2012,1199.0,79.4,5.0,2.21,0,0,0,1,1
1923,2017,1498.0,98.96,5.0,8.09,1,0,0,0,1
1924,2017,2993.0,258.0,5.0,48.63,1,0,0,0,0
1925,2015,1968.0,174.3,5.0,39.47,1,0,0,0,0
1926,2015,1995.0,190.0,5.0,22.24,1,0,0,0,0
1927,2009,1197.0,80.0,5.0,2.6,0,0,0,1,0
1928,2016,1582.0,126.2,5.0,12.0,1,0,0,0,0
1929,2014,1968.0,174.33,5.0,18.0,1,0,0,0,0
1930,2007,3498.0,364.9,5.0,9.99,0,0,0,1,0
1931,2012,1197.0,78.9,5.0,2.45,0,0,0,1,1
1932,2017,1498.0,98.96,5.0,8.99,1,0,0,0,1
1933,2011,1598.0,103.6,5.0,3.15,1,0,0,0,1
1934,2017,1248.0,73.75,5.0,8.2,1,0,0,0,1
1935,2016,1997.0,120.0,7.0,11.5,1,0,0,0,1
1936,2016,1396.0,88.73,5.0,7.3,1,0,0,0,1
1937,2008,796.0,46.3,5.0,1.59,0,0,0,1,1
1938,2015,1197.0,78.9,5.0,3.15,0,0,0,1,1
1939,2015,2179.0,120.0,7.0,8.5,1,0,0,0,1
1940,2010,1199.0,75.0,5.0,3.0,1,0,0,0,1
1941,2012,2993.0,258.0,5.0,21.0,1,0,0,0,0
1942,2016,1498.0,98.6,5.0,7.75,1,0,0,0,1
1943,2013,2148.0,170.0,5.0,23.0,1,0,0,0,0
1944,2016,2179.0,140.0,7.0,13.75,1,0,0,0,0
1945,2017,1497.0,117.3,5.0,8.29,0,0,0,1,0
1946,2014,1248.0,74.0,5.0,5.79,1,0,0,0,1
1947,2017,2143.0,170.0,5.0,30.5,1,0,0,0,0
1948,2011,1497.0,118.0,5.0,3.8,0,0,0,1,1
1949,2014,2956.0,83.8,7.0,4.45,1,0,0,0,1
1950,2012,1197.0,82.85,5.0,3.3,0,0,0,1,1
1951,2009,1248.0,91.2,5.0,1.75,1,0,0,0,1
1952,2011,1799.0,130.0,5.0,5.5,0,0,0,1,0
1953,2017,1582.0,126.2,5.0,13.35,1,0,0,0,1
1954,2017,1968.0,143.0,5.0,22.5,1,0,0,0,0
1955,2013,1591.0,121.3,5.0,5.25,0,0,0,1,1
1956,2011,1396.0,90.0,5.0,3.75,1,0,0,0,1
1957,2015,1498.0,98.6,7.0,6.32,1,0,0,0,1
1958,2018,1582.0,126.32,5.0,7.75,1,0,0,0,0
1959,2006,1596.0,101.0,5.0,1.37,0,0,0,1,1
1960,2010,1197.0,78.9,5.0,2.1,0,0,0,1,1
1961,2016,1248.0,88.5,5.0,9.3,1,0,0,0,1
1962,2015,2494.0,100.6,7.0,12.0,1,0,0,0,1
1963,2017,2143.0,136.0,5.0,23.5,1,0,0,0,0
1964,2006,796.0,46.3,5.0,1.8,0,0,0,1,1
1965,2013,2143.0,170.0,5.0,12.5,1,0,0,0,0
1966,2015,1248.0,74.0,5.0,4.74,1,0,0,0,1
1967,2016,1197.0,82.0,5.0,5.43,0,0,0,1,1
1968,2018,2982.0,168.5,7.0,31.62,1,0,0,0,0
1969,2011,1998.0,132.0,8.0,6.3,0,0,0,1,1
1970,2017,1498.0,98.59,5.0,8.45,1,0,0,0,1
1971,2016,1196.0,86.8,5.0,5.0,0,0,0,1,1
1972,2011,2982.0,171.0,7.0,13.0,1,0,0,0,1
1973,2012,1197.0,85.8,5.0,4.7,0,0,0,1,1
1974,2018,2979.0,320.0,5.0,93.67,0,0,0,1,0
1975,2012,1798.0,160.0,5.0,3.3,0,0,0,1,1
1976,2009,1061.0,67.0,5.0,1.51,0,0,0,1,1
1977,2013,1461.0,108.45,5.0,6.09,1,0,0,0,1
1978,2015,1373.0,91.1,5.0,5.95,0,0,0,1,1
1979,2012,1582.0,126.24,5.0,9.0,1,0,0,0,1
1980,2015,1498.0,103.52,5.0,4.25,1,0,0,0,0
1981,2013,2143.0,170.0,5.0,23.5,1,0,0,0,0
1982,2011,2354.0,177.6,5.0,6.35,0,0,0,1,0
1983,2014,998.0,67.04,5.0,3.4,0,0,0,1,1
1984,2017,2979.0,320.0,5.0,93.0,0,0,0,1,0
1985,2014,1995.0,190.0,5.0,21.6,1,0,0,0,0
1986,2011,1598.0,103.6,5.0,4.0,1,0,0,0,1
1987,2018,1248.0,74.0,5.0,5.5,1,0,0,0,1
1988,2012,2179.0,147.51,5.0,19.25,1,0,0,0,0
1989,2012,1396.0,90.0,5.0,3.95,1,0,0,0,1
1990,2012,1248.0,73.75,5.0,4.25,1,0,0,0,1
1991,2018,1956.0,170.0,5.0,17.02,1,0,0,0,1
1992,2012,1248.0,88.76,7.0,6.5,1,0,0,0,1
1993,2011,1196.0,70.0,5.0,2.95,0,0,0,1,1
1994,2013,1364.0,86.79,5.0,7.12,1,0,0,0,1
1995,2018,1248.0,88.5,5.0,11.25,1,0,0,0,0
1996,2009,1497.0,118.0,5.0,2.75,0,0,0,1,1
1997,2015,2179.0,120.0,7.0,12.0,1,0,0,0,1
1998,2014,1197.0,81.86,5.0,3.67,0,0,0,1,1
2000,2008,1390.0,75.0,5.0,2.3,0,0,0,1,1
2001,2008,1896.0,66.0,5.0,2.2,1,0,0,0,1
2002,2014,2987.0,224.0,7.0,41.0,1,0,0,0,0
2003,2016,1995.0,190.0,5.0,28.5,1,0,0,0,0
2004,2015,1598.0,103.2,5.0,5.49,0,0,0,1,1
2005,2013,1968.0,147.51,5.0,17.5,1,0,0,0,0
2006,2009,1399.0,68.0,5.0,1.99,1,0,0,0,1
2007,2016,1582.0,126.3,5.0,6.64,1,0,0,0,1
2008,2017,2393.0,147.8,7.0,16.5,1,0,0,0,1
2009,2016,1197.0,82.0,5.0,5.0,0,0,0,1,1
2010,2017,1198.0,73.75,5.0,5.4,0,0,0,1,1
2011,2017,799.0,53.3,5.0,2.99,0,0,0,1,1
2012,2011,1497.0,118.0,5.0,4.1,0,0,0,1,1
2013,2018,1197.0,81.86,5.0,6.76,0,0,0,1,0
2014,2016,999.0,75.0,5.0,5.5,0,0,0,1,1
2015,2014,1248.0,74.0,5.0,5.99,1,0,0,0,1
2016,2012,1461.0,84.8,5.0,2.59,1,0,0,0,1
2017,2013,2179.0,187.7,5.0,26.75,1,0,0,0,0
2018,2016,1248.0,88.5,5.0,8.5,1,0,0,0,1
2019,2011,1968.0,167.6,5.0,23.0,1,0,0,0,0
2020,2014,1196.0,70.02,5.0,3.35,0,0,0,1,1
2021,2012,2199.0,194.3,7.0,10.75,1,0,0,0,0
2022,2013,2179.0,120.0,8.0,6.29,1,0,0,0,1
2023,2014,1461.0,108.45,5.0,7.75,1,0,0,0,1
2024,2012,1968.0,140.8,5.0,13.5,1,0,0,0,0
2025,2013,1196.0,73.0,7.0,3.75,0,0,0,1,1
2026,2011,2498.0,112.0,7.0,3.75,1,0,0,0,1
2027,2006,998.0,67.1,5.0,1.5,0,0,0,1,1
2028,2005,1061.0,64.0,5.0,1.45,0,0,0,1,1
2029,2013,1586.0,103.3,5.0,4.12,0,0,0,1,1
2030,2016,2393.0,147.8,7.0,17.11,1,0,0,0,1
2031,2015,2494.0,100.6,7.0,10.25,1,0,0,0,1
2032,2011,1199.0,73.9,5.0,2.49,1,0,0,0,1
2033,2015,1496.0,88.73,5.0,3.85,0,0,0,1,1
2034,2014,1498.0,89.84,5.0,6.25,1,0,0,0,1
2035,2015,1120.0,70.0,5.0,4.88,1,0,0,0,1
2036,2016,1497.0,117.3,5.0,9.45,0,0,0,1,0
2037,2007,2494.0,102.0,8.0,4.8,1,0,0,0,1
2038,2012,814.0,55.2,5.0,1.99,0,0,0,1,1
2039,2010,1197.0,78.9,5.0,2.8,0,0,0,1,1
2040,2011,1796.0,185.0,5.0,22.0,0,0,0,1,0
2041,2012,2523.0,62.1,7.0,4.3,1,0,0,0,1
2042,2014,1968.0,138.1,5.0,9.75,1,0,0,0,0
2043,2015,1197.0,81.8,5.0,5.9,0,0,0,1,1
2044,2013,1968.0,147.51,5.0,14.5,1,0,0,0,0
2045,2009,1399.0,68.0,5.0,2.4,1,0,0,0,1
2046,2008,1586.0,104.68,5.0,2.11,0,0,0,1,1
2047,2017,1197.0,82.0,5.0,7.6,0,0,0,1,0
2048,2012,1197.0,85.8,5.0,3.6,0,0,0,1,0
2049,2013,2179.0,120.0,8.0,6.0,1,0,0,0,1
2050,2014,2179.0,120.0,7.0,7.45,1,0,0,0,1
2051,2011,796.0,46.3,5.0,2.1,0,0,0,1,1
2052,2013,1461.0,108.45,5.0,5.2,1,0,0,0,1
2054,2017,1197.0,81.8,5.0,6.36,0,0,0,1,1
2055,2015,2494.0,100.6,7.0,11.62,1,0,0,0,1
2056,2015,2993.0,261.49,5.0,43.6,1,0,0,0,0
2057,2009,1991.0,142.0,5.0,4.9,1,0,0,0,1
2058,2015,1461.0,108.45,5.0,6.7,1,0,0,0,1
2059,2013,998.0,67.04,5.0,3.05,0,0,0,0,1
2060,2014,1968.0,174.33,5.0,25.0,1,0,0,0,0
2061,2018,1956.0,170.0,5.0,19.05,1,0,0,0,1
2062,2015,1396.0,105.5,5.0,4.5,0,0,0,1,1
2063,2013,1198.0,86.7,5.0,4.15,0,0,0,1,1
2064,2015,1582.0,126.2,5.0,11.9,1,0,0,0,1
2065,2011,1086.0,68.05,5.0,2.1,0,0,0,1,1
2066,2016,1493.0,100.0,7.0,6.95,1,0,0,0,1
2067,2008,1298.0,85.8,5.0,2.4,0,0,0,1,1
2068,2007,1495.0,94.0,5.0,2.65,0,0,0,1,1
2069,2014,2179.0,140.0,7.0,9.0,1,0,0,0,1
2070,2012,998.0,67.1,5.0,2.1,0,0,0,1,1
2071,2011,1199.0,79.4,5.0,2.5,0,0,0,1,1
2072,2009,2698.0,179.5,5.0,8.95,1,0,0,0,0
2073,2017,1496.0,113.98,5.0,34.0,1,0,0,0,0
2075,2015,1193.0,88.7,5.0,4.0,0,0,0,1,1
2076,2014,1498.0,98.6,5.0,4.45,1,0,0,0,1
2077,2010,1199.0,79.4,5.0,1.5,0,0,0,1,1
2078,2011,1968.0,140.0,5.0,14.5,1,0,0,0,0
2079,2015,1498.0,99.0,5.0,8.41,1,0,0,0,1
2080,2014,1582.0,126.32,5.0,5.45,1,0,0,0,0
2081,2015,1497.0,117.3,5.0,8.9,0,0,0,1,0
2082,2012,1197.0,78.9,5.0,3.65,0,0,0,1,1
2083,2015,1995.0,190.0,5.0,29.0,1,0,0,0,0
2084,2013,1968.0,147.51,5.0,13.5,1,0,0,0,0
2085,2008,2354.0,152.0,5.0,5.4,0,0,0,1,0
2086,2016,1197.0,81.86,5.0,5.89,0,0,0,1,1
2087,2016,1248.0,88.5,5.0,8.45,1,0,0,0,1
2088,2011,1497.0,117.3,5.0,4.0,0,0,0,1,1
2089,2013,2993.0,313.0,4.0,45.0,1,0,0,0,0
2090,2016,998.0,67.04,5.0,3.94,0,0,0,1,0
2091,2011,1995.0,148.0,5.0,8.0,1,0,0,0,0
2092,2013,1399.0,68.0,5.0,4.1,1,0,0,0,1
2093,2006,2494.0,102.0,7.0,6.25,1,0,0,0,1
2094,2015,1248.0,73.75,5.0,5.25,1,0,0,0,1
2095,2019,2996.0,362.07,2.0,83.96,0,0,0,1,0
2097,2013,1950.0,194.0,5.0,21.0,1,0,0,0,0
2098,2015,1197.0,81.86,5.0,4.3,0,0,0,1,1
2099,2014,1497.0,117.3,7.0,5.25,0,0,0,1,1
2100,2010,4806.0,550.0,5.0,32.0,0,0,0,1,0
2101,2013,1493.0,100.0,7.0,3.9,1,0,0,0,1
2102,2007,1794.0,125.0,5.0,2.2,0,0,0,1,1
2103,2016,1198.0,77.0,6.0,3.7,1,0,0,0,1
2104,2010,2497.0,215.0,5.0,11.27,0,0,0,1,0
2105,2013,796.0,47.3,5.0,2.41,0,0,0,1,1
2106,2015,1968.0,174.33,5.0,19.0,1,0,0,0,0
2107,2015,1364.0,67.05,5.0,5.8,1,0,0,0,1
2108,2016,2179.0,140.0,7.0,13.52,1,0,0,0,1
2109,2015,2982.0,168.7,7.0,24.5,1,0,0,0,1
2110,2014,1193.0,55.23,5.0,3.25,0,0,0,0,1
2111,2017,2143.0,201.15,5.0,56.73,1,0,0,0,0
2112,2015,1582.0,126.2,5.0,9.95,1,0,0,0,1
2113,2012,1497.0,118.0,5.0,5.5,0,0,0,1,0
2114,2015,1968.0,174.33,5.0,25.0,1,0,0,0,0
2115,2009,993.0,60.0,5.0,1.0,0,0,0,1,1
2116,2011,796.0,46.3,5.0,2.15,0,0,0,1,1
2117,2018,1197.0,83.1,5.0,7.89,0,0,0,1,0
2118,2015,2179.0,140.0,7.0,10.25,1,0,0,0,1
2119,2007,1194.0,94.68,5.0,6.0,0,0,0,1,1
2120,2017,1197.0,81.86,5.0,7.53,0,0,0,1,1
2121,2018,2143.0,167.62,5.0,39.45,1,0,0,0,0
2122,2014,1497.0,117.3,5.0,5.84,0,0,0,1,1
2123,2017,1499.0,110.4,5.0,8.65,0,0,0,1,1
2124,2017,1197.0,83.1,5.0,7.74,0,0,0,1,1
2125,2008,1197.0,78.9,5.0,2.5,0,0,0,1,1
2126,2007,2494.0,102.0,8.0,5.7,1,0,0,0,1
2127,2016,1197.0,83.1,5.0,5.8,0,0,0,1,1
2128,2012,2967.0,241.4,7.0,36.5,1,0,0,0,0
2129,2012,2199.0,194.3,7.0,9.5,1,0,0,0,0
2131,2013,1497.0,118.0,5.0,4.55,0,0,0,1,1
2132,2012,1396.0,90.0,5.0,3.9,1,0,0,0,1
2133,2007,2523.0,63.0,7.0,2.7,1,0,0,0,1
2134,2017,2755.0,174.5,7.0,31.0,1,0,0,0,0
2135,2009,2497.0,215.0,5.0,10.3,0,0,0,1,0
2136,2010,1995.0,181.0,5.0,7.75,1,0,0,0,0
2137,2012,998.0,67.1,5.0,3.2,0,0,0,1,1
2138,2013,1248.0,88.5,7.0,4.85,1,0,0,0,1
2139,2016,1999.0,177.0,5.0,34.08,1,0,0,0,0
2140,2017,1248.0,88.5,7.0,8.1,1,0,0,0,1
2141,2016,1396.0,69.01,5.0,2.35,1,0,0,0,1
2142,2012,998.0,67.1,5.0,1.8,0,0,0,1,1
2143,2015,814.0,55.2,5.0,3.42,0,0,0,1,1
2144,2010,2953.0,153.86,7.0,5.34,1,0,0,0,0
2145,2018,2198.0,158.0,7.0,31.99,1,0,0,0,0
2146,2011,1598.0,103.6,5.0,4.75,1,0,0,0,1
2147,2014,1373.0,91.1,5.0,6.1,0,0,0,1,0
2148,2013,814.0,55.2,5.0,3.69,0,0,0,1,1
2149,2012,1968.0,174.3,5.0,15.0,1,0,0,0,0
2150,2016,2179.0,140.0,7.0,14.5,1,0,0,0,1
